"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"STA","STRANDLINE RESOURCES LIMITED","2000-05-17","Materials",234398335
"STG","STRAKER TRANSLATIONS LIMITED","2018-10-22","Media & Entertainment",129671690
"STK","STRICKLAND METALS LIMITED","2006-04-06","Materials",32351111
"STM","SUNSTONE METALS LTD","2007-03-22","Materials",33149815
"STN","SATURN METALS LIMITED","2018-03-09","Materials",47235094
"STO","SANTOS LIMITED","1954-10-01","Energy",15102228797
"STX","STRIKE ENERGY LIMITED","2004-08-05","Energy",705640761
"SUD","SUDA PHARMACEUTICALS LTD","2002-01-24","Pharmaceuticals, Biotechnology & Life Sciences",13847616
"SUH","SOUTHERN HEMISPHERE MINING LIMITED","2010-01-05","Materials",12221988
"SUL","SUPER RETAIL GROUP LIMITED","2004-07-06","Retailing",2897353995
"SUN","SUNCORP GROUP LIMITED","1988-07-07","Insurance",14163952092
"SUP","SUPERIOR LAKE RESOURCES LIMITED","2009-12-18","Materials",22283256
"SUV","SUVO STRATEGIC MINERALS LIMITED","2011-05-17","Materials",90753883
"SVH","SILVER HERITAGE GROUP LIMITED","2016-08-29","Consumer Services","N/A"
"SVL","SILVER MINES LIMITED","2007-01-19","Materials",299173102
"SVM","SOVEREIGN METALS LIMITED","2007-01-22","Materials",254225162
"SVS","SUNVEST CORPORATION LIMITED","1987-08-20","Not Applic",6079512
"SVW","SEVEN GROUP HOLDINGS LIMITED","2010-04-30","Capital Goods",7628472348
"SVY","STAVELY MINERALS LIMITED","2014-05-07","Materials",122651882
"SW1","SWIFT MEDIA LIMITED","1994-06-30","Media & Entertainment",10415348
"SWF","SELFWEALTH LIMITED","2017-11-23","Diversified Financials",100625380
"SWK","SWICK MINING SERVICES LTD","2006-11-01","Materials",56348124
"SWM","SEVEN WEST MEDIA LIMITED","1992-01-09","Media & Entertainment",730566325
"SWP","SWOOP HOLDINGS LIMITED","1988-10-06","Telecommunication Services",160266614
"SXE","SOUTHERN CROSS ELECTRICAL ENGINEERING LTD","2007-11-28","Capital Goods",136427556
"SXL","SOUTHERN CROSS MEDIA GROUP LIMITED","2005-11-17","Media & Entertainment",533712335
"SXY","SENEX ENERGY LIMITED","1984-08-15","Energy",646681644
"SYA","SAYONA MINING LIMITED","2004-03-30","Materials",328667816
"SYD","SYDNEY AIRPORT","2002-04-02","Transportation",15922331493
"SYR","SYRAH RESOURCES LIMITED","2007-09-11","Materials",483265129
"SYT","SYNTONIC LIMITED","2007-06-12","Software & Services","N/A"
"SZL","SEZZLE INC.","2019-07-30","Software & Services",1601032352
"T3D","333D LIMITED","2006-12-27","Commercial & Professional Services",2754311
"TAH","TABCORP HOLDINGS LIMITED","1994-08-15","Consumer Services",11463546532
"TAM","TANAMI GOLD NL","1986-12-11","Materials",79906599
"TAR","TARUGA MINERALS LIMITED","2012-02-07","Materials",24768349
"TAS","TASMAN RESOURCES LTD","2001-12-18","Materials",20134568
"TBA","TOMBOLA GOLD LTD","2012-05-03","Materials",20508944
"TBR","TRIBUNE RESOURCES LIMITED","1989-05-04","Materials",254470173
"TCF","360 CAPITAL ENHANCED INCOME FUND","2006-10-17","Not Applic",19659069
"TCL","TRANSURBAN GROUP","1996-03-14","Transportation",40277591966
"TCO","TRANSMETRO CORPORATION LIMITED","1987-09-17","Consumer Services",11241534
"TD1","TALI DIGITAL LIMITED","2004-09-23","Health Care Equipment & Services",29754360
"TDL","TBG DIAGNOSTICS LIMITED","1995-12-22","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"TDO","3D OIL LIMITED","2007-05-22","Energy",13259419
"TEG","TRIANGLE ENERGY (GLOBAL) LIMITED","2006-01-06","Energy",13656797
"TEK","THORNEY TECHNOLOGIES LTD","2005-05-10","Not Applic",155571035
"TEM","TEMPEST MINERALS LIMITED","2017-03-28","Materials",5164035
"TER","TERRACOM LIMITED","2010-07-22","Energy",82896839
"TES","TEST SECURITY",,"Class Pend",0
"TFL","TASFOODS LIMITED","1999-12-16","Food, Beverage & Tobacco",42228319
"TG1","TECHGEN METALS LTD","2021-04-07","Materials",10769973
"TGA","THORN GROUP LIMITED","2006-12-13","Retailing",75936202
"TGF","TRIBECA GLOBAL NATURAL RESOURCES LIMITED","2018-10-12","Not Applic",140220000
"TGG","TEMPLETON GLOBAL GROWTH FUND LIMITED","1987-05-28","Not Applic",300117047
"TGH","TERRAGEN HOLDINGS LIMITED","2019-12-11","Materials",51313293
"TGM","THETA GOLD MINES LIMITED","2011-04-07","Materials",98132905
"TGN","TUNGSTEN MINING NL","2012-12-17","Materials",98301784
"TGP","360 CAPITAL GROUP","2005-07-26","Real Estate",208193034
"TGR","TASSAL GROUP LIMITED","2003-11-12","Food, Beverage & Tobacco",758061451
"THR","THOR MINING PLC","2006-09-27","Materials",27637231
"TI1","TOMBADOR IRON LIMITED","2004-11-22","Real Estate",192383771
"TIA","TIAN AN AUSTRALIA LIMITED","1985-12-11","Real Estate",26848737
"TIE","TIETTO MINERALS LIMITED","2018-01-18","Materials",145979346
"TIG","TIGERS REALM COAL LIMITED","2011-08-29","Materials",117600321
"TIN","TNT MINES LIMITED","2017-11-03","Materials",14463480
"TIP","TEAMINVEST PRIVATE GROUP LIMITED","2019-05-24","Diversified Financials",70095956
"TKL","TRAKA RESOURCES LIMITED","2003-11-20","Materials",8103441
"TKM","TREK METALS LIMITED","2007-07-05","Materials",17017240
"TLG","TALGA GROUP LTD","2010-07-09","Materials",427554167
"TLM","TALISMAN MINING LIMITED","2005-11-25","Materials",40125103
"TLS","TELSTRA CORPORATION LIMITED.","1997-11-17","Telecommunication Services",41983341428
"TLT","TILT RENEWABLES LIMITED.","2016-10-28","Utilities",2781034064
"TLX","TELIX PHARMACEUTICALS LIMITED","2017-11-15","Pharmaceuticals, Biotechnology & Life Sciences",1623524564
"TMG","TRIGG MINING LTD.","2019-10-03","Materials",7920471
"TMGNA","TRIGG MINING LTD.","2019-10-03","Materials",7920471
"TMH","THE MARKET HERALD LIMITED","2016-09-15","Media & Entertainment",114883570
"TMK","TAMASKA OIL AND GAS LTD","2008-07-10","Energy",8460000
"TML","TIMAH RESOURCES LIMITED","2015-09-16","Utilities",5501657
"TMR","TEMPUS RESOURCES LTD","2018-08-15","Materials",18761476
"TMS","TENNANT MINERALS NL","2004-08-17","Materials",11634407
"TMT","TECHNOLOGY METALS AUSTRALIA LIMITED","2016-12-21","Materials",45053417
"TMX","TERRAIN MINERALS LIMITED","2006-03-23","Materials",7357610
"TMZ","THOMSON RESOURCES LIMITED","2010-12-17","Materials",55581301
"TNE","TECHNOLOGY ONE LIMITED","1999-12-08","Software & Services",2860645058
"TNG","TNG LIMITED","1971-02-18","Materials",76219319
"TNK","THINK CHILDCARE GROUP","2014-10-24","Consumer Services",198831155
"TNP","TRIPLE ENERGY LIMITED","2005-12-14","Energy","N/A"
"TNR","TORIAN RESOURCES LIMITED","1986-06-30","Materials",26081615
"TNT","TESSERENT LIMITED","2016-02-15","Software & Services",217918825
"TNY","TINYBEANS GROUP LTD","2017-04-21","Media & Entertainment",54622350
"TOE","TORO ENERGY LIMITED","2006-03-24","Energy",68514719
"TOM","TOMIZONE LIMITED","1974-01-01","Telecommunication Services","N/A"
"TON","TRITON MINERALS LTD","2009-08-14","Materials",37437446
"TOP","THORNEY OPPORTUNITIES LTD","2000-03-22","Not Applic",109038836
"TOR","TORQUE METALS LIMITED..",,"Materials",0
"TOT","360 CAPITAL REIT","2015-04-22","Diversified Financials",135330274
"TOU","TLOU ENERGY LIMITED","2013-04-09","Energy",24608161
"TPC","TPC CONSOLIDATED LIMITED","2007-07-16","Utilities",44933671
"TPD","TALON ENERGY LTD","2013-02-28","Energy",45022796
"TPG","TPG TELECOM LIMITED.","2020-06-30","Telecommunication Services",11007302680
"TPO","TIAN POH RESOURCES LIMITED","2014-11-11","Materials",17393077
"TPP","TEMPO AUSTRALIA LTD","1980-12-04","Commercial & Professional Services",24296579
"TPS","THREAT PROTECT AUSTRALIA LIMITED","1994-03-03","Commercial & Professional Services",6746776
"TPW","TEMPLE & WEBSTER GROUP LTD","2015-12-10","Retailing",1216574573
"TRA","TURNERS AUTOMOTIVE GROUP LIMITED","2017-07-28","Retailing",245297357
"TRJ","TRAJAN GROUP HOLDINGS LIMITED","2021-06-07","Pharmaceuticals, Biotechnology & Life Sciences",304449280
"TRL","TANGA RESOURCES LIMITED","2011-03-09","Materials",14802715
"TRM","TRUSCOTT MINING CORPORATION LIMITED","2007-04-18","Materials",4519071
"TRN","TORRENS MINING LIMITED","2021-01-07","Materials",26661141
"TRS","THE REJECT SHOP LIMITED","2004-06-01","Retailing",195210772
"TRT","TODD RIVER RESOURCES LIMITED","2017-04-06","Materials",37088703
"TRU","TRUSCREEN GROUP LIMITED","2021-01-06","Health Care Equipment & Services",24312039
"TRY","TROY RESOURCES LIMITED","1987-03-05","Materials",26514732
"TSC","TWENTY SEVEN CO. LIMITED","2006-10-18","Energy",10642758
"TSI","TOP SHELF INTERNATIONAL HOLDINGS LTD","2020-12-10","Food, Beverage & Tobacco",89980686
"TSL","TITANIUM SANDS LIMITED","1988-12-22","Materials","N/A"
"TSO","TESORO RESOURCES LIMITED","2004-01-28","Materials",74924680
"TTA","TTA HOLDINGS LIMITED","2006-02-16","Retailing",3023315
"TTB","TOTAL BRAIN LIMITED","2001-08-28","Health Care Equipment & Services",33574173
"TTI","TRAFFIC TECHNOLOGIES LTD.","1998-02-17","Transportation",19288988
"TTL","TRANSCENDENCE TECHNOLOGIES LIMITED","2003-03-21","Software & Services","N/A"
"TTM","TITAN MINERALS LIMITED","2006-11-15","Materials",110526886
"TTT","TITOMIC LIMITED","2017-09-21","Materials",72793593
"TUA","TUAS LIMITED","2020-06-30","Telecommunication Services",301540864
"TUL","TULLA RESOURCES PLC","2021-03-18","Materials",121127590
"TV2","TV2U INTERNATIONAL LIMITED","2007-06-07","Software & Services","N/A"
"TWD","TAMAWOOD LIMITED","2000-08-14","Consumer Durables & Apparel",100605469
"TWE","TREASURY WINE ESTATES LIMITED","2011-05-10","Food, Beverage & Tobacco",8654959630
"TWR","TOWER LIMITED","1999-09-28","Insurance",299369553
"TYM","TYMLEZ GROUP LIMITED","2018-12-13","Software & Services",8030764
"TYR","TYRO PAYMENTS LIMITED","2019-12-06","Software & Services",1964202440
"TYX","TYRANNA RESOURCES LIMITED","2007-07-11","Materials",7694164
"TZL","TZ LIMITED","1987-01-22","Technology Hardware & Equipment",18533439
"TZN","TERRAMIN AUSTRALIA LIMITED.","2003-12-23","Materials",63496882
"UBI","UNIVERSAL BIOSENSORS INC.","2006-12-13","Health Care Equipment & Services",133315128
"UBN","URBANISE.COM LIMITED","2014-09-22","Software & Services",88712634
"UCM","USCOM LIMITED","2003-12-10","Health Care Equipment & Services",22385773
"UCW","UCW LIMITED","2004-06-25","Consumer Services",18802312
"UMG","UNITED MALT GROUP LIMITED","2020-03-24","Food, Beverage & Tobacco",1331347151
"UNI","UNIVERSAL STORE HOLDINGS LIMITED","2020-11-16","Retailing",533597644
"UOS","UNITED OVERSEAS AUSTRALIA LIMITED","1988-02-17","Real Estate",1180274730
"URF","US MASTERS RESIDENTIAL PROPERTY FUND","2012-07-23","Real Estate",97605749
"URW","UNIBAIL-RODAMCO-WESTFIELD","2018-05-31","Real Estate",17038004403
"UUL","ULTIMA UNITED LIMITED","2007-06-01","Real Estate",25777430
"UUV","UUV AQUABOTIX LTD","2017-04-28","Capital Goods","N/A"
"UWL","UNITI GROUP LIMITED","2019-02-13","Telecommunication Services",2246105307
"VAL","VALOR RESOURCES LIMITED","1997-08-29","Materials",28938314
"VAN","VANGO MINING LIMITED","2005-03-08","Materials",74533238
"VAR","VARISCAN MINES LIMITED","1987-08-20","Materials",18316454
"VBC","VERBREC LIMITED","2007-12-11","Capital Goods",30337432
"VBS","VECTUS BIOSYSTEMS LIMITED","2016-02-23","Pharmaceuticals, Biotechnology & Life Sciences",37986473
"VCX","VICINITY CENTRES","2011-12-05","Real Estate",7442970210
"VEA","VIVA ENERGY GROUP LIMITED","2018-07-13","Energy",3110780782
"VEE","VEEM LTD","2016-10-26","Capital Goods",165750000
"VEN","VINTAGE ENERGY LTD","2018-09-17","Energy",38134268
"VG1","VGI PARTNERS GLOBAL INVESTMENTS LIMITED","2017-09-28","Not Applic",958410978
"VG8","VGI PARTNERS ASIAN INVESTMENTS LIMITED","2019-11-13","Not Applic",536514725
"VGI","VGI PARTNERS LIMITED","2019-06-21","Diversified Financials",450082032
"VGL","VISTA GROUP INTERNATIONAL LIMITED.","2014-08-11","Software & Services",505680735
"VHT","VOLPARA HEALTH TECHNOLOGIES LIMITED","2016-04-27","Health Care Equipment & Services",285242617
"VIA","VIAGOLD RARE EARTH RESOURCES HOLDINGS LIMITED","1996-02-07","Materials",6831617
"VIC","VICTORY MINES LIMITED","2012-10-09","Materials",13920632
"VIG","VICTOR GROUP HOLDINGS LIMITED","2014-05-09","Software & Services",17166800
"VII","VIETNAM INDUSTRIAL INVESTMENTS LIMITED","1995-09-18","Materials","N/A"
"VIP","VIP GLOVES LTD","1997-02-05","Health Care Equipment & Services",35364665
"VKA","VIKING MINES LIMITED","2010-05-12","Materials",24510202
"VLS","VITA LIFE SCIENCES LIMITED..","2007-08-23","Pharmaceuticals, Biotechnology & Life Sciences",60576878
"VMC","VENUS METALS CORPORATION LIMITED","2007-06-12","Materials",27194163
"VMG","VDM GROUP LIMITED","2006-02-15","Capital Goods",13855322
"VML","VITAL METALS LIMITED","2005-10-11","Materials",182786256
"VMS","VENTURE MINERALS LIMITED","2006-09-22","Materials",185385100
"VMT","VMOTO LIMITED","2002-01-31","Automobiles & Components",108618933
"VMX","VALMEC LIMITED","2005-01-13","Energy",42800293
"VMY","VIMY RESOURCES LIMITED","2008-05-23","Energy",118181713
"VN8","VONEX LIMITED..","2018-06-13","Telecommunication Services",28970021
"VOC","VOCUS GROUP LIMITED","1999-06-10","Telecommunication Services",3404256287
"VOL","VICTORY OFFICES LIMITED","2019-06-14","Real Estate",14724000
"VOR","VORTIV LIMITED","2001-08-08","Software & Services",6323596
"VPR","VOLT POWER GROUP LIMITED","1991-04-18","Utilities",18689067
"VR1","VECTION TECHNOLOGIES LTD","2017-03-17","Software & Services",54298637
"VR8","VANADIUM RESOURCES LIMITED","2017-11-03","Materials",22595982
"VRC","VOLT RESOURCES LIMITED","2003-12-19","Materials","N/A"
"VRS","VERIS LIMITED","2008-06-25","Commercial & Professional Services",35764887
"VRT","VIRTUS HEALTH LIMITED","2013-06-11","Health Care Equipment & Services",487163024
"VRX","VRX SILICA LIMITED","2011-02-24","Materials",119377457
"VTG","VITA GROUP LIMITED","2005-11-02","Retailing",160636319
"VTH","VITALHARVEST FREEHOLD TRUST","2018-08-01","Real Estate",244200000
"VTIDA","VISIONEERING TECHNOLOGIES, INC.","2017-03-28","Health Care Equipment & Services",0
"VUK","VIRGIN MONEY UK PLC","2016-02-03","Banks",5125763394
"VUL","VULCAN ENERGY RESOURCES LIMITED","2018-05-30","Materials",803622950
"VVA","VIVA LEISURE LIMITED","2019-06-07","Consumer Services",140964700
"VXR","VENTUREX RESOURCES LIMITED","2007-04-27","Materials",381264947
"VYS","VYSARN LIMITED","2007-12-14","Materials",34439072
"WAA","WAM ACTIVE LIMITED","2008-01-11","Not Applic",77929528
"WAF","WEST AFRICAN RESOURCES LIMITED","2010-06-11","Materials",812514093
"WAK","WA KAOLIN LIMITED","2020-11-26","Materials",57978486
"WAM","WAM CAPITAL LIMITED","1999-08-12","Not Applic",1932302227
"WAT","WATERCO LIMITED","1989-03-23","Consumer Durables & Apparel",103574219
"WAX","WAM RESEARCH LIMITED","2003-08-19","Not Applic",332890666
"WBC","WESTPAC BANKING CORPORATION","1970-07-18","Banks",95933675779
"WBE","WHITEBARK ENERGY LTD","2004-03-10","Energy","N/A"
"WBT","WEEBIT NANO LTD","2010-12-21","Technology Hardware & Equipment",194861607
"WC8","WILDCAT RESOURCES LIMITED","2004-08-04","Materials",12048000
"WCG","WEBCENTRAL GROUP LIMITED.","1999-12-14","Software & Services",76906011
"WCN","WHITE CLIFF MINERALS LIMITED","2007-12-14","Materials",6723553
"WEB","WEBJET LIMITED","1997-11-19","Retailing",1961587373
"WEC","WHITE ENERGY COMPANY LIMITED","1999-07-23","Energy",96809840
"WEL","WINCHESTER ENERGY LTD","2014-09-23","Energy",14684704
"WES","WESFARMERS LIMITED","1984-11-15","Retailing",65241167525
"WFL","WELLFULLY LIMITED","2000-05-29","Pharmaceuticals, Biotechnology & Life Sciences",10281203
"WGB","WAM GLOBAL LIMITED","2018-06-22","Not Applic",600030682
"WGN","WAGNERS HOLDING COMPANY LIMITED","2017-12-08","Materials",393113463
"WGO","WARREGO ENERGY LIMITED","2007-12-12","Energy",254132897
"WGX","WESTGOLD RESOURCES LIMITED.","2016-12-06","Materials",856187645
"WHA","WATTLE HEALTH AUSTRALIA LIMITED","2017-03-15","Food, Beverage & Tobacco","N/A"
"WHC","WHITEHAVEN COAL LIMITED","2007-06-01","Energy",1941371156
"WHF","WHITEFIELD LIMITED","1971-08-02","Not Applic",565955325
"WHK","WHITEHAWK LIMITED","2018-01-24","Retailing",36331927
"WIC","WESTOZ INVESTMENT COMPANY LIMITED","2009-09-16","Not Applic",152402040
"WJA","WAMEJA LIMITED","2000-09-08","Software & Services",169519093
"WKT","WALKABOUT RESOURCES LTD","2006-11-07","Materials",72415393
"WLD","WELLARD LIMITED","2015-12-10","Food, Beverage & Tobacco",31875019
"WLE","WAM LEADERS LIMITED","2016-05-30","Not Applic",1264690255
"WMA","WAM ALTERNATIVE ASSETS LIMITED","2014-06-16","Not Applic",189084539
"WMI","WAM MICROCAP LIMITED","2017-06-28","Not Applic",389625958
"WML","WOOMERA MINING LIMITED","2005-09-15","Materials",10494656
"WMX","WILUNA MINING CORPORATION LIMITED","2006-09-28","Materials",140867849
"WNB","WELLNESS AND BEAUTY SOLUTIONS LIMITED","2016-01-14","Consumer Services","N/A"
"WNR","WINGARA AG LTD","1990-01-31","Food, Beverage & Tobacco","N/A"
"WOA","WIDE OPEN AGRICULTURE LTD","2018-07-06","Food, Beverage & Tobacco",93098139
"WOO","WOOBOARD TECHNOLOGIES LIMITED","2015-07-09","Software & Services",11466488
"WOR","WORLEY LIMITED","2002-11-28","Energy",6056054085
"WOT","WOTSO PROPERTY","2011-10-28","Real Estate",232163368
"WOW","WOOLWORTHS GROUP LIMITED","1993-07-12","Food & Staples Retailing",54534406979
"WPL","WOODSIDE PETROLEUM LTD","1971-11-18","Energy",21940714004
"WPR","WAYPOINT REIT","2016-08-03","Real Estate",2080308504
"WQG","WCM GLOBAL GROWTH LIMITED","2017-06-23","Not Applic",274779297
"WRM","WHITE ROCK MINERALS LIMITED","2010-10-08","Materials",50583291
"WSA","WESTERN AREAS LIMITED","2000-07-28","Materials",742995688
"WSI","WESTSTAR INDUSTRIAL LIMITED","2006-06-07","Materials",13656672
"WSP","WHISPIR LIMITED","2019-06-19","Software & Services",319167781
"WSR","WESTAR RESOURCES LIMITED","2020-12-17","Materials",8316684
"WTC","WISETECH GLOBAL LIMITED","2016-04-11","Software & Services",10413479181
"WTL","WT FINANCIAL GROUP LIMITED","2015-03-09","Diversified Financials",10364658
"WWG","WISEWAY GROUP LIMITED","2018-10-31","Transportation",38831068
"WWI","WEST WITS MINING LIMITED","2007-12-19","Materials",114886625
"WZR","WISR LIMITED","1989-03-16","Diversified Financials",317613661
"XAM","XANADU MINES LTD","2010-12-21","Materials",48969092
"XF1","XREF LIMITED","2007-04-18","Software & Services",49223497
"XRF","XRF SCIENTIFIC LIMITED","2006-10-31","Capital Goods",60552492
"XRO","XERO LIMITED","2012-11-08","Software & Services",20863407138
"XST","XSTATE RESOURCES LIMITED","1988-01-14","Energy",10758350
"XTC","XANTIPPE RESOURCES LIMITED","2007-08-15","Materials",6111847
"XTE","XTEK LIMITED.","2005-09-15","Capital Goods",30900903
"YAL","YANCOAL AUSTRALIA LIMITED","2012-06-28","Energy",2667287663
"YBR","YELLOW BRICK ROAD HOLDINGS LIMITED","2008-01-31","Banks",29509257
"YFZ","YOUFOODZ HOLDINGS LIMITED","2020-12-08","Food, Beverage & Tobacco",59873623
"YOJ","YOJEE LIMITED","2010-12-02","Software & Services",155752601
"YOW","YOWIE GROUP LTD","1999-09-15","Food, Beverage & Tobacco",8961284
"YPB","YPB GROUP LTD","2005-03-07","Commercial & Professional Services",9983641
"YRL","YANDAL RESOURCES LIMITED","2018-12-14","Materials",44106874
"Z1P","ZIP CO LIMITED.","2009-12-09","Diversified Financials",4615132439
"ZAG","ZULEIKA GOLD LIMITED","2010-08-23","Materials",13943175
"ZBT","ZEBIT INC.","2020-10-26","Retailing",88442183
"ZEL","Z ENERGY LIMITED.","2013-08-19","Energy",1254349216
"ZEO","ZEOTECH LIMITED","2009-10-16","Materials",106985914
"ZER","ZETA RESOURCES LIMITED","2013-06-12","Not Applic",108877785
"ZERNB","ZETA RESOURCES LIMITED","2013-06-12","Not Applic",108877785
"ZEU","ZEUS RESOURCES LIMITED","2013-01-21","Energy",14592150
"ZGL","ZICOM GROUP LIMITED","1970-11-12","Capital Goods",13462728
"ZIM","ZIMPLATS HOLDINGS LIMITED","1998-10-15","Materials",2206571805
"ZLD","ZELIRA THERAPEUTICS LIMITED","2003-07-28","Pharmaceuticals, Biotechnology & Life Sciences",53564533
"ZMI","ZINC OF IRELAND NL","2007-09-18","Materials",7376541
"ZMM","ZIMI LIMITED","2007-09-10","Technology Hardware & Equipment",10254154
"ZNC","ZENITH MINERALS LIMITED","2007-05-29","Materials",64759207
"ZNO","ZOONO GROUP LIMITED","1988-07-21","Materials",108396887
